idParroquias;Parroquia;idCanton
523;Los Ángeles;125
524;Portoviejo;134
525;Calceta;135
526;Chone;136
527;Jipijapa;137
528;Manta;138
529;Bahía de Caraquez;139
530;El Carmen;140
531;Paján;141
532;Rocafuerte;142
533;Abdón Calderón (San Francisco);134
534;Alhajuela (Bajo Grande);134
535;Pueblo Nuevo;134
536;Riochico (Río Chico);134
537;San Plácido;134
538;Crucita;134
539;Pichincha;143
540;Quiroga;135
541;Boyacá;136
542;Canuto;136
543;Convento;136
544;Eloy Alfaro;136
545;Flavio Alfaro;144
546;Ricaurte;136
547;San Antonio;136
548;América;137
549;El Anegado (Cab. en Eloy Alfaro);137
550;Julcuy;137
551;Machalilla;145
552;Pedro Pablo Gómez;137
553;Puerto López;145
554;Junín;146
555;San Lorenzo;138
556;Montecristi;147
557;Jaramijó;148
558;Campozano (La Palma de Paján);141
559;Cascol;141
560;Guale;141
561;Lascano;141
562;Bachillero;149
563;Ángel Pedro Giler (La Estancilla);149
564;Tosagua;149
565;Santa Ana de Vuelta Larga, Cabecera Cantonal;150
566;Ayacucho;150
567;Honorato Vásquez (Cab. en Vásquez);150
568;San Pablo (Cab. en Pueblo Nuevo);150
569;Canoa;152
570;Cojimíes;153
571;Charapotó;139
572;10 de Agosto;153
573;Jama;154
574;Pedernales;153
575;San Isidro;139
576;San Vicente;152
577;Bellavista;155
578;Noboa;155
579;Sucre;155
580;Chirijos;134
581;Membrillo;135
582;La Unión;150
583;Atahualpa;153
584;Membrillal;137
585;Barraganete;143
586;San Sebastián;143
587;Wilfrido Loor Moreira (Maicito);140
588;La Unión;137
589;Macas;156
590;Gualaquiza;157
591;General Leonidas Plaza Gutiérrez (Limón);158
592;Santiago de Méndez;159
593;Sucúa;160
594;Taisha;161
595;Sevilla Don Bosco;156
596;Chiguaza;162
597;Cuchaentza;156
598;Alshi (Cab. en 9 de Octubre);156
599;Macuma;161
600;Sinaí;156
601;Pablo Sexto;163
602;Chiguinda;157
603;Palora (Metzera);164
604;Santiago;165
605;Patuca;159
606;Shimpis;166
607;Yaupi;166
608;Bomboiza;157
609;San Juan Bosco;167
610;Logroño;166
611;Huambi;160
612;Santa Susana de Chiviaza (Cab. en Chiviaza);158
613;Tuutinentza;161
614;Yunganza (Cab. en El Rosario);158
615;Copal;159
616;Tayuza;159
617;San José de Morona;165
618;Indanza;158
619;Nueva Tarqui;157
620;San Luis de El Acho (Cab. en El Acho);159
621;Huamboya;162
622;Huasaga (Cab. en Wampuik);161
623;Tena;168
624;Archidona;169
625;Nuevo Rocafuerte;213
626;Puerto Francisco de Orellana (El Coca);214
627;El Chaco;170
628;Baeza;171
629;Puerto Misahualli;168
630;Cuyuja;171
631;Ahuano;168
632;La Joya de los Sachas;215
633;Chontapunta;168
634;Carlos Julio Arosemena Tola;172
635;Cotundo;169
636;Loreto;216
637;Cosanga;171
638;San Francisco de Borja (Virgilio Dávila);171
639;Puerto Murialdo;216
640;Tálag;168
641;San Carlos;215
642;Puerto Napo;168
643;San Sebastián del Coca;215
644;Santa Rosa;170
645;Sardinas;170
646;Dayuma;214
647;Puyo;173
648;Mera;174
649;Madre Tierra;174
650;Shell;174
651;Curaray;175
652;Diez de Agosto;173
653;Fátima;173
654;Veracruz  (Cab. en Indillama);173
655;Montalvo (Andoas);173
656;Tarqui;173
657;Teniente Hugo Ortiz;173
658;Arajuno;175
659;Pomona;173
660;Canelos;173
661;Simón Bolívar  (Cab. en Mushullacta);173
662;Sarayacu;173
663;Santa Clara;176
664;El Triunfo;173
665;Quito Distrito Metropolitano;177
666;Alangasí;177
667;Conocoto;177
668;Nanegalito;177
669;Cayambe;178
670;Machachi;179
671;Sangolquí;180
672;Santo Domingo de los Colorados;218
673;Yaruquí;177
674;Amaguaña;177
675;Atahualpa;177
676;Calderón;177
677;Calacalí;177
678;Cumbayá;177
679;Checa (Chilpa);177
680;Guayllabamba;177
681;Gualea;177
682;Mindo;181
683;Nanegal;177
684;Nono;177
685;Pacto;177
686;Pedro Vicente Maldonado;182
687;Pifo;177
688;Píntag;177
689;Pomasqui;177
690;Puéllaro;177
691;Puembo;177
692;El Quinche;177
693;San Antonio;177
694;San José de Minas;177
695;San Miguel de los Bancos;181
696;Tumbaco;177
697;Zámbiza;177
698;Nayón;177
699;Puerto Quito;183
700;Cangahua;178
701;Olmedo (Pesillo);178
702;Otón;178
703;Ascázubi;178
704;Alóag;179
705;Manuel Cornejo Astorga (Tandapi);179
706;Tambillo;179
707;Uyumbicho;179
708;Aloasí;179
709;Tabacundo;184
710;La Esperanza;184
711;Malchinguí;184
712;Tocachi;184
713;Cotogchoa;180
714;La Concordia;217
715;Alluriquín;218
716;San Jacinto del Bua;218
717;Tupigachi;184
718;El Chaupi;179
719;Santa Rosa de Cuzubamba;178
720;Lloa;177
721;Llano Chico;177
722;Tababela;177
723;Perucho;177
724;Chavezpamba;177
725;La Merced;177
726;Santa María del Toachi;218
727;Luz de América;218
728;Guangopolo;177
729;Cutuglahua;179
730;Valle Hermoso;218
731;Matriz;185
732;Atocha - Ficoa;185
733;La Merced;185
734;Pelileo;186
735;Píllaro;187
736;San Francisco;185
737;Huachi Loreto;185
738;Augusto N. Martínez (Mundugleo);185
739;Cevallos;188
740;Mocha;189
741;Pasa;185
742;Pilaguín (Pilahuín);185
743;Quisapincha (Quizapincha);185
744;Atahualpa (Chisalata);185
745;Constantino Fernández (Cab. en Cullitahua);185
746;Izamba;185
747;Picaigua;185
748;Santa Rosa;185
749;Tisaleo;190
750;Juan Benigno Vela;185
751;Ambatillo;185
752;Huachi Grande;185
753;Totoras;185
754;Quinchicoto;190
755;Río Negro;191
756;Río Verde;191
757;Patate;192
758;Cotaló;186
759;Guambaló (Huambaló);186
760;Salasaca;186
761;Benítez (Pachanlica);186
762;San José de Poalo;187
763;San Miguelito;187
764;San Andrés;187
765;Quero;193
766;Yanayacu - Mochapata (Cab. en Yanayacu);193
767;Cunchibamba;185
768;Unamuncho;185
769;Montalvo;185
770;Huachi Chico;185
771;Celiano Monge;185
772;Chiquicha (Cab. en Chiquicha Grande);186
773;Sucre (Cab. en Sucre-Patate Urcu);192
774;El Triunfo;192
775;San Fernando (Pasa San Fernando);185
776;García Moreno (Chumaqui);186
777;El Rosario (Rumichaca);186
778;Bolívar;186
779;Emilio María Terán (Rumipamba);187
780;Pishilata;185
781;Baños de Agua Santa;191
782;La Península;185
783;Zamora;194
784;Yantzaza (Yanzatza);195
785; Zumba;196
786;Cumbaratza;194
787;Los Encuentros;195
788;Zumbi;197
789;Guadalupe;194
790;Guayzimi;198
791;Imbana (La Victoria de Imbana);194
792;El Pangui;199
793;Paquisha;200
794;Chito;196
795;El Chorro;196
796;Palanda;201
797;Valladolid;201
798;La Chonta;196
799;El Porvenir del Carmen;201
800;28 de Mayo (San José de Yacuambi);202
801;Tutupali;202
802;San Carlos de las Minas;194
803;San Francisco del Vergel;201
804;La Paz;202
805;Chicaña;195
806;El Guisme;199
807;Puerto Baquerizo Moreno;203
808;Puerto Ayora;204
809;Isla Santa María (Floreana) (Cab. en  Pto. Velasco Ibarra);203
810;Puerto Villamil;205
811;El Progreso;203
812;Bellavista;204
813;Nueva Loja;206
814;Shushufindi;207
815;El Dorado de Cascales;208
816;Lumbaquí;209
817;El Playón de San Francisco;210
818;Limoncocha;207
819;Tarapoa;211
820;La Bonita;210
821;Sevilla;208
822;Santa Bárbara;210
823;Puerto El Carmen del Putumayo;212
824;Palma Roja;212
825;Jambelí;206
826;Pacayacu;206
827;General Farfán;206
828;San Roque (Cab. en San Vicente);207
829;El Reventador;209
830;Santa Cecilia;206
831;Llacao;1
832;Turi;1
833;San Gerardo;2
834;Daniel Córdova Toral (El Oriente);3
835;Zhidmad;3
836;Bulán(José Víctor Izquierdo);6
837;Chicán (Guillermo Ortega);6
838;El Cabo;6
839;Tomebamba;6
840;San José de Raranga;5
841;Palo Quemado;40
842;Guanando;50
843;Puela;51
844;Quingue (Olmedo Perdomo Franco);70
845;Carondelet;69
846;Tonsupa;72
847;Chantaco;105
848;San Pedro de Vilcabamba;105
849;Quinara;105
850;Utuana;106
851;El Tablón;110
852;Garzareal;114
853;Limones;114
854;Fundochamba;116
855;Chibunga;136
856;San Francisco de Novillo (Cab. en Novillo);144
857;Puerto de Cayo;137
858;San Isidro;156
859;Sangay (Cab. en Nayamanaca);164
860;16 de Agosto;164
861;Pano;168
862;Pachicutza;199
863;Dureno;206
864;Enokanqui;215
865;La Belleza;214
866;San José de Guayusa;214
867;Puerto Limón;218
868;El Paraíso;65
869;El Rosario;157
870;Lluzhapa;110
871;Colaisaca;106
872;San Francisco de Chinimbimi;159
873;Papallacta;171
874;Gonzalo Díaz de Pineda (El Bombón);170
875;Timbara;194
876;San Pedro de Suma;140
877;Dug Dug;6
878;Jerusalén;26
879;Sanguillín;106
880;El Ingenio;111
881;Bellavista;111
882;27 de Abril (Cab. en La Naranja);111
883;San José de Payamino;216
884;San José de Dahuano;216
885;San Pablo de Ushpayacu;169
886;San Pedro de Los Cofanes;207
887;Simón Bolívar (Julio Moreno);221
888;Salango;145
889;Anchayacu;68
890;El Esfuerzo;218
891;Puerto Libre;209
892;Baños;1
893;Bellavista;200
894;San Andrés;196
895;Río Bonito;59
896;Santa Rosa (Incluye La Isla Baltra);204
897;El Rosario;76
898;El Eno;206
899;Río Blanco;156
900;Arapicos;164
901;San Antonio (Cab. en San Antonio Centro);158
902;San Carlos;82
903;Inés Arango (Cab. en Western);214
904;Taracoa (Nueva Esperanza: Yuca);214
905;San Vicente de Huaticocha;216
906;San Miguel de Conchay;158
907;Santa Marianita (Boca de Pacoche);138
908;Oyacachi;170
909;Remigio Crespo Toral (Gulag);3
910;Siete de Julio;207
911;Ambato;185
912;San Juan de Muyuna;168
913;San Francisco;101
914;El Airo;111
915;Pumpuentsa;161
916;San Sebastión;1
917;Yanuncay;1
918;Pinguilí;189
919;Presidente Urbina (Chagrapamba -Patzucul);187
920;Rumipamba;193
921;Chantilín;42
922;Maldonado;43
923;Unión Milagreña;215
924;Eloy Alfaro (San Felipe);36
925;San Bartolomé de Pinllog;185
926;Mariscal Sucre;33
927;El Edén;214
928;Tiputini;213
929;Pompeya;215
930;San Antonio de Bayushig;51
931;La Candelaria;51
932;Sinsao;58
933;Abañin;58
934;Licán;43
935;El Arenal;109
936;Régulo de Mora;17
937;Tarqui;74
938;Avila (Cab. en Huiruno);216
939;Carcabón;55
940;Tomás de Berlanga (Santo Tomás);205
941;San Carlos de Limón;167
942;El Ideal;157
943;Santiago de Pananza;167
944;El Retiro;53
945;Arq. Sixto Durán Ballén;155
946;San Luis de Armenia;214
947;Nuevo Paraíso (Cab. en Unión Chimborazo);214
948;García Moreno;214
949;Tres de Noviembre;215
950;Lago San Pedro;215
951;Sumaypamba;110
952;Zurmi;198
953;Nuevo Paraíso;198
954;Tundayme;199
955;Nuevo Quito;200
956;Cochapamba;42
957;Morales;64
958;Arcapamba;58
959;La Libertad;65
960;Juan Montalvo (San Sebastián);36
961;San José;63
962;Timbire;68
963;Alto Tambo (Cab. en Guadual);69
964;Cumandá (Cab. en Colonia Agrícola Sevilla del Oro);164
965;Ulba;191
966;Juan Bautista Aguirre (Los Tintos);81
967;Pañacocha;207
968;Santa Rosa de Sucumbíos;208
969;La Canela;201
970;Alejandro Labaka;214
971;Luis Cordero Vega;3
